GEO.id,GEO.id2,GEO.display-label,NAICS.id,NAICS.display-label,OPTAX.id,OPTAX.display-label,CONCENFI.id,CONCENFI.display-label,YEAR.id,ESTAB,RCPTOT,VAL_PCT,PAYANN,PAYQ1T,EMP
0100000US,,United States,54136,Geophysical surveying and mapping services,T,Establishments subject to federal income tax,001,All firms,2002,742,1048841,100.0,394755,102702,8183
0100000US,,United States,54136,Geophysical surveying and mapping services,T,Establishments subject to federal income tax,804,4 largest firms,2002,16,466393,44.5,183040,49485,3520
0100000US,,United States,54136,Geophysical surveying and mapping services,T,Establishments subject to federal income tax,808,8 largest firms,2002,28,601774,57.4,231328,63081,4303
0100000US,,United States,54136,Geophysical surveying and mapping services,T,Establishments subject to federal income tax,820,20 largest firms,2002,58,735410,70.1,284030,77212,5400
0100000US,,United States,54136,Geophysical surveying and mapping services,T,Establishments subject to federal income tax,850,50 largest firms,2002,96,834649,79.6,318310,85451,6064
0100000US,,United States,541360,Geophysical surveying and mapping services,A,All establishments,001,All firms,2002,742,1048841,100.0,394755,102702,8183
0100000US,,United States,541360,Geophysical surveying and mapping services,A,All establishments,804,4 largest firms,2002,16,466393,44.5,183040,49485,3520
0100000US,,United States,541360,Geophysical surveying and mapping services,A,All establishments,808,8 largest firms,2002,28,601774,57.4,231328,63081,4303
0100000US,,United States,541360,Geophysical surveying and mapping services,A,All establishments,820,20 largest firms,2002,58,735410,70.1,284030,77212,5400
0100000US,,United States,541360,Geophysical surveying and mapping services,A,All establishments,850,50 largest firms,2002,96,834649,79.6,318310,85451,6064
0100000US,,United States,541360,Geophysical surveying and mapping services,T,Establishments subject to federal income tax,001,All firms,2002,742,1048841,100.0,394755,102702,8183
0100000US,,United States,541360,Geophysical surveying and mapping services,T,Establishments subject to federal income tax,804,4 largest firms,2002,16,466393,44.5,183040,49485,3520
0100000US,,United States,541360,Geophysical surveying and mapping services,T,Establishments subject to federal income tax,808,8 largest firms,2002,28,601774,57.4,231328,63081,4303
0100000US,,United States,541360,Geophysical surveying and mapping services,T,Establishments subject to federal income tax,820,20 largest firms,2002,58,735410,70.1,284030,77212,5400
0100000US,,United States,541360,Geophysical surveying and mapping services,T,Establishments subject to federal income tax,850,50 largest firms,2002,96,834649,79.6,318310,85451,6064
0100000US,,United States,54137,Surveying and mapping (except geophysical) services,A,All establishments,001,All firms,2002,9120,4277685,100.0,2046307,466812,59174
0100000US,,United States,54137,Surveying and mapping (except geophysical) services,A,All establishments,804,4 largest firms,2002,23,227702,5.3,81090,20185,1877
0100000US,,United States,54137,Surveying and mapping (except geophysical) services,A,All establishments,808,8 largest firms,2002,30,311516,7.3,119972,29619,2457
0100000US,,United States,54137,Surveying and mapping (except geophysical) services,A,All establishments,820,20 largest firms,2002,64,497225,11.6,206037,50156,4073
0100000US,,United States,54137,Surveying and mapping (except geophysical) services,A,All establishments,850,50 largest firms,2002,129,730177,17.1,314257,75127,6626
0100000US,,United States,54137,Surveying and mapping (except geophysical) services,T,Establishments subject to federal income tax,001,All firms,2002,9120,4277685,100.0,2046307,466812,59174
0100000US,,United States,54137,Surveying and mapping (except geophysical) services,T,Establishments subject to federal income tax,804,4 largest firms,2002,23,227702,5.3,81090,20185,1877
0100000US,,United States,54137,Surveying and mapping (except geophysical) services,T,Establishments subject to federal income tax,808,8 largest firms,2002,30,311516,7.3,119972,29619,2457
0100000US,,United States,54137,Surveying and mapping (except geophysical) services,T,Establishments subject to federal income tax,820,20 largest firms,2002,64,497225,11.6,206037,50156,4073
0100000US,,United States,54137,Surveying and mapping (except geophysical) services,T,Establishments subject to federal income tax,850,50 largest firms,2002,129,730177,17.1,314257,75127,6626
0100000US,,United States,541370,Surveying and mapping (except geophysical) services,A,All establishments,001,All firms,2002,9120,4277685,100.0,2046307,466812,59174
0100000US,,United States,541370,Surveying and mapping (except geophysical) services,A,All establishments,804,4 largest firms,2002,23,227702,5.3,81090,20185,1877
0100000US,,United States,541370,Surveying and mapping (except geophysical) services,A,All establishments,808,8 largest firms,2002,30,311516,7.3,119972,29619,2457
0100000US,,United States,541370,Surveying and mapping (except geophysical) services,A,All establishments,820,20 largest firms,2002,64,497225,11.6,206037,50156,4073
0100000US,,United States,541370,Surveying and mapping (except geophysical) services,A,All establishments,850,50 largest firms,2002,129,730177,17.1,314257,75127,6626
0100000US,,United States,541370,Surveying and mapping (except geophysical) services,T,Establishments subject to federal income tax,001,All firms,2002,9120,4277685,100.0,2046307,466812,59174
0100000US,,United States,541370,Surveying and mapping (except geophysical) services,T,Establishments subject to federal income tax,804,4 largest firms,2002,23,227702,5.3,81090,20185,1877
0100000US,,United States,541370,Surveying and mapping (except geophysical) services,T,Establishments subject to federal income tax,808,8 largest firms,2002,30,311516,7.3,119972,29619,2457
0100000US,,United States,541370,Surveying and mapping (except geophysical) services,T,Establishments subject to federal income tax,820,20 largest firms,2002,64,497225,11.6,206037,50156,4073
0100000US,,United States,541370,Surveying and mapping (except geophysical) services,T,Establishments subject to federal income tax,850,50 largest firms,2002,129,730177,17.1,314257,75127,6626
0100000US,,United States,54138,Testing laboratories,A,All establishments,001,All firms,2002,5955,8770541,100.0,3955644,941271,93596
0100000US,,United States,54138,Testing laboratories,A,All establishments,804,4 largest firms,2002,128,1029712,11.7,454374,108657,8835
0100000US,,United States,54138,Testing laboratories,A,All establishments,808,8 largest firms,2002,264,1386201,15.8,603752,144147,12032
0100000US,,United States,54138,Testing laboratories,A,All establishments,820,20 largest firms,2002,344,2065715,23.6,829745,198360,17347
0100000US,,United States,54138,Testing laboratories,A,All establishments,850,50 largest firms,2002,547,3017180,34.4,1210477,290368,26300
0100000US,,United States,54138,Testing laboratories,T,Establishments subject to federal income tax,001,All firms,2002,5955,8770541,100.0,3955644,941271,93596
0100000US,,United States,54138,Testing laboratories,T,Establishments subject to federal income tax,804,4 largest firms,2002,128,1029712,11.7,454374,108657,8835
0100000US,,United States,54138,Testing laboratories,T,Establishments subject to federal income tax,808,8 largest firms,2002,264,1386201,15.8,603752,144147,12032
0100000US,,United States,54138,Testing laboratories,T,Establishments subject to federal income tax,820,20 largest firms,2002,344,2065715,23.6,829745,198360,17347
0100000US,,United States,54138,Testing laboratories,T,Establishments subject to federal income tax,850,50 largest firms,2002,547,3017180,34.4,1210477,290368,26300
0100000US,,United States,541380,Testing laboratories,A,All establishments,001,All firms,2002,5955,8770541,100.0,3955644,941271,93596
0100000US,,United States,541380,Testing laboratories,A,All establishments,804,4 largest firms,2002,128,1029712,11.7,454374,108657,8835
0100000US,,United States,541380,Testing laboratories,A,All establishments,808,8 largest firms,2002,264,1386201,15.8,603752,144147,12032
0100000US,,United States,541380,Testing laboratories,A,All establishments,820,20 largest firms,2002,344,2065715,23.6,829745,198360,17347
0100000US,,United States,541380,Testing laboratories,A,All establishments,850,50 largest firms,2002,547,3017180,34.4,1210477,290368,26300
0100000US,,United States,541380,Testing laboratories,T,Establishments subject to federal income tax,001,All firms,2002,5955,8770541,100.0,3955644,941271,93596
0100000US,,United States,541380,Testing laboratories,T,Establishments subject to federal income tax,804,4 largest firms,2002,128,1029712,11.7,454374,108657,8835
0100000US,,United States,541380,Testing laboratories,T,Establishments subject to federal income tax,808,8 largest firms,2002,264,1386201,15.8,603752,144147,12032
0100000US,,United States,541380,Testing laboratories,T,Establishments subject to federal income tax,820,20 largest firms,2002,344,2065715,23.6,829745,198360,17347
0100000US,,United States,541380,Testing laboratories,T,Establishments subject to federal income tax,850,50 largest firms,2002,547,3017180,34.4,1210477,290368,26300
0100000US,,United States,5414,Specialized design services,A,All establishments,001,All firms,2002,30484,17074885,100.0,4951681,1181182,117146
0100000US,,United States,5414,Specialized design services,A,All establishments,804,4 largest firms,2002,17,578434,3.4,266016,73801,3005
0100000US,,United States,5414,Specialized design services,A,All establishments,808,8 largest firms,2002,41,745449,4.4,339216,92405,4135
0100000US,,United States,5414,Specialized design services,A,All establishments,820,20 largest firms,2002,61,1090164,6.4,446307,120903,5312
0100000US,,United States,5414,Specialized design services,A,All establishments,850,50 largest firms,2002,126,1659966,9.7,628131,163114,8344
0100000US,,United States,5414,Specialized design services,T,Establishments subject to federal income tax,001,All firms,2002,30484,17074885,100.0,4951681,1181182,117146
0100000US,,United States,5414,Specialized design services,T,Establishments subject to federal income tax,804,4 largest firms,2002,17,578434,3.4,266016,73801,3005
0100000US,,United States,5414,Specialized design services,T,Establishments subject to federal income tax,808,8 largest firms,2002,41,745449,4.4,339216,92405,4135
0100000US,,United States,5414,Specialized design services,T,Establishments subject to federal income tax,820,20 largest firms,2002,61,1090164,6.4,446307,120903,5312
0100000US,,United States,5414,Specialized design services,T,Establishments subject to federal income tax,850,50 largest firms,2002,126,1659966,9.7,628131,163114,8344
0100000US,,United States,54141,Interior design services,A,All establishments,001,All firms,2002,11316,7017703,100.0,1422147,331579,39195
0100000US,,United States,54141,Interior design services,A,All establishments,804,4 largest firms,2002,23,125282,1.8,42172,10000,611
0100000US,,United States,54141,Interior design services,A,All establishments,808,8 largest firms,2002,28,213899,3.0,56493,13291,832
0100000US,,United States,54141,Interior design services,A,All establishments,820,20 largest firms,2002,49,413496,5.9,123569,29305,2259
0100000US,,United States,54141,Interior design services,A,All establishments,850,50 largest firms,2002,84,722161,10.3,186314,42903,3400
0100000US,,United States,54141,Interior design services,T,Establishments subject to federal income tax,001,All firms,2002,11316,7017703,100.0,1422147,331579,39195
0100000US,,United States,54141,Interior design services,T,Establishments subject to federal income tax,804,4 largest firms,2002,23,125282,1.8,42172,10000,611
0100000US,,United States,54141,Interior design services,T,Establishments subject to federal income tax,808,8 largest firms,2002,28,213899,3.0,56493,13291,832
0100000US,,United States,54141,Interior design services,T,Establishments subject to federal income tax,820,20 largest firms,2002,49,413496,5.9,123569,29305,2259
0100000US,,United States,54141,Interior design services,T,Establishments subject to federal income tax,850,50 largest firms,2002,84,722161,10.3,186314,42903,3400
0100000US,,United States,541410,Interior design services,A,All establishments,001,All firms,2002,11316,7017703,100.0,1422147,331579,39195
0100000US,,United States,541410,Interior design services,A,All establishments,804,4 largest firms,2002,23,125282,1.8,42172,10000,611
0100000US,,United States,541410,Interior design services,A,All establishments,808,8 largest firms,2002,28,213899,3.0,56493,13291,832
0100000US,,United States,541410,Interior design services,A,All establishments,820,20 largest firms,2002,49,413496,5.9,123569,29305,2259
0100000US,,United States,541410,Interior design services,A,All establishments,850,50 largest firms,2002,84,722161,10.3,186314,42903,3400
0100000US,,United States,541410,Interior design services,T,Establishments subject to federal income tax,001,All firms,2002,11316,7017703,100.0,1422147,331579,39195
0100000US,,United States,541410,Interior design services,T,Establishments subject to federal income tax,804,4 largest firms,2002,23,125282,1.8,42172,10000,611
0100000US,,United States,541410,Interior design services,T,Establishments subject to federal income tax,808,8 largest firms,2002,28,213899,3.0,56493,13291,832
0100000US,,United States,541410,Interior design services,T,Establishments subject to federal income tax,820,20 largest firms,2002,49,413496,5.9,123569,29305,2259
0100000US,,United States,541410,Interior design services,T,Establishments subject to federal income tax,850,50 largest firms,2002,84,722161,10.3,186314,42903,3400
0100000US,,United States,54142,Industrial design services,A,All establishments,001,All firms,2002,1642,1277633,100.0,513217,125614,9702
0100000US,,United States,54142,Industrial design services,A,All establishments,804,4 largest firms,2002,12,187346,14.7,73784,21841,1125
0100000US,,United States,54142,Industrial design services,A,All establishments,808,8 largest firms,2002,16,251928,19.7,91324,26057,1387
0100000US,,United States,54142,Industrial design services,A,All establishments,820,20 largest firms,2002,32,365198,28.6,149364,39909,2114
0100000US,,United States,54142,Industrial design services,A,All establishments,850,50 largest firms,2002,64,530944,41.6,215623,55151,3059
0100000US,,United States,54142,Industrial design services,T,Establishments subject to federal income tax,001,All firms,2002,1642,1277633,100.0,513217,125614,9702
0100000US,,United States,54142,Industrial design services,T,Establishments subject to federal income tax,804,4 largest firms,2002,12,187346,14.7,73784,21841,1125
0100000US,,United States,54142,Industrial design services,T,Establishments subject to federal income tax,808,8 largest firms,2002,16,251928,19.7,91324,26057,1387
0100000US,,United States,54142,Industrial design services,T,Establishments subject to federal income tax,820,20 largest firms,2002,32,365198,28.6,149364,39909,2114
0100000US,,United States,54142,Industrial design services,T,Establishments subject to federal income tax,850,50 largest firms,2002,64,530944,41.6,215623,55151,3059
0100000US,,United States,541420,Industrial design services,A,All establishments,001,All firms,2002,1642,1277633,100.0,513217,125614,9702
0100000US,,United States,541420,Industrial design services,A,All establishments,804,4 largest firms,2002,12,187346,14.7,73784,21841,1125
0100000US,,United States,541420,Industrial design services,A,All establishments,808,8 largest firms,2002,16,251928,19.7,91324,26057,1387
0100000US,,United States,541420,Industrial design services,A,All establishments,820,20 largest firms,2002,32,365198,28.6,149364,39909,2114
0100000US,,United States,541420,Industrial design services,A,All establishments,850,50 largest firms,2002,64,530944,41.6,215623,55151,3059
0100000US,,United States,541420,Industrial design services,T,Establishments subject to federal income tax,001,All firms,2002,1642,1277633,100.0,513217,125614,9702
0100000US,,United States,541420,Industrial design services,T,Establishments subject to federal income tax,804,4 largest firms,2002,12,187346,14.7,73784,21841,1125
0100000US,,United States,541420,Industrial design services,T,Establishments subject to federal income tax,808,8 largest firms,2002,16,251928,19.7,91324,26057,1387
0100000US,,United States,541420,Industrial design services,T,Establishments subject to federal income tax,820,20 largest firms,2002,32,365198,28.6,149364,39909,2114
0100000US,,United States,541420,Industrial design services,T,Establishments subject to federal income tax,850,50 largest firms,2002,64,530944,41.6,215623,55151,3059
0100000US,,United States,54143,Graphic design services,A,All establishments,001,All firms,2002,15851,8095989,100.0,2769134,667341,62036
0100000US,,United States,54143,Graphic design services,A,All establishments,804,4 largest firms,2002,12,507132,6.3,238998,63314,2546
0100000US,,United States,54143,Graphic design services,A,All establishments,808,8 largest firms,2002,19,652430,8.1,285155,75007,3222
0100000US,,United States,54143,Graphic design services,A,All establishments,820,20 largest firms,2002,44,937416,11.6,388674,102690,4518
0100000US,,United States,54143,Graphic design services,A,All establishments,850,50 largest firms,2002,98,1339886,16.5,527890,134613,6477
0100000US,,United States,54143,Graphic design services,T,Establishments subject to federal income tax,001,All firms,2002,15851,8095989,100.0,2769134,667341,62036
0100000US,,United States,54143,Graphic design services,T,Establishments subject to federal income tax,804,4 largest firms,2002,12,507132,6.3,238998,63314,2546
0100000US,,United States,54143,Graphic design services,T,Establishments subject to federal income tax,808,8 largest firms,2002,19,652430,8.1,285155,75007,3222
0100000US,,United States,54143,Graphic design services,T,Establishments subject to federal income tax,820,20 largest firms,2002,44,937416,11.6,388674,102690,4518
0100000US,,United States,54143,Graphic design services,T,Establishments subject to federal income tax,850,50 largest firms,2002,98,1339886,16.5,527890,134613,6477
0100000US,,United States,541430,Graphic design services,A,All establishments,001,All firms,2002,15851,8095989,100.0,2769134,667341,62036
0100000US,,United States,541430,Graphic design services,A,All establishments,804,4 largest firms,2002,12,507132,6.3,238998,63314,2546
0100000US,,United States,541430,Graphic design services,A,All establishments,808,8 largest firms,2002,19,652430,8.1,285155,75007,3222
0100000US,,United States,541430,Graphic design services,A,All establishments,820,20 largest firms,2002,44,937416,11.6,388674,102690,4518
0100000US,,United States,541430,Graphic design services,A,All establishments,850,50 largest firms,2002,98,1339886,16.5,527890,134613,6477
0100000US,,United States,541430,Graphic design services,T,Establishments subject to federal income tax,001,All firms,2002,15851,8095989,100.0,2769134,667341,62036
0100000US,,United States,541430,Graphic design services,T,Establishments subject to federal income tax,804,4 largest firms,2002,12,507132,6.3,238998,63314,2546
0100000US,,United States,541430,Graphic design services,T,Establishments subject to federal income tax,808,8 largest firms,2002,19,652430,8.1,285155,75007,3222
0100000US,,United States,541430,Graphic design services,T,Establishments subject to federal income tax,820,20 largest firms,2002,44,937416,11.6,388674,102690,4518
0100000US,,United States,541430,Graphic design services,T,Establishments subject to federal income tax,850,50 largest firms,2002,98,1339886,16.5,527890,134613,6477
0100000US,,United States,54149,Other specialized design services,A,All establishments,001,All firms,2002,1675,683560,100.0,247183,56648,6213
0100000US,,United States,54149,Other specialized design services,A,All establishments,804,4 largest firms,2002,4,44741,6.5,5557,979,90
0100000US,,United States,54149,Other specialized design services,A,All establishments,808,8 largest firms,2002,9,73739,10.8,13222,2583,200
0100000US,,United States,54149,Other specialized design services,A,All establishments,820,20 largest firms,2002,21,125763,18.4,25719,5674,485
0100000US,,United States,54149,Other specialized design services,A,All establishments,850,50 largest firms,2002,53,208125,30.4,51139,10878,843
0100000US,,United States,54149,Other specialized design services,T,Establishments subject to federal income tax,001,All firms,2002,1675,683560,100.0,247183,56648,6213
0100000US,,United States,54149,Other specialized design services,T,Establishments subject to federal income tax,804,4 largest firms,2002,4,44741,6.5,5557,979,90
0100000US,,United States,54149,Other specialized design services,T,Establishments subject to federal income tax,808,8 largest firms,2002,9,73739,10.8,13222,2583,200
0100000US,,United States,54149,Other specialized design services,T,Establishments subject to federal income tax,820,20 largest firms,2002,21,125763,18.4,25719,5674,485
0100000US,,United States,54149,Other specialized design services,T,Establishments subject to federal income tax,850,50 largest firms,2002,53,208125,30.4,51139,10878,843
0100000US,,United States,541490,Other specialized design services,A,All establishments,001,All firms,2002,1675,683560,100.0,247183,56648,6213
0100000US,,United States,541490,Other specialized design services,A,All establishments,804,4 largest firms,2002,4,44741,6.5,5557,979,90
0100000US,,United States,541490,Other specialized design services,A,All establishments,808,8 largest firms,2002,9,73739,10.8,13222,2583,200
0100000US,,United States,541490,Other specialized design services,A,All establishments,820,20 largest firms,2002,21,125763,18.4,25719,5674,485
0100000US,,United States,541490,Other specialized design services,A,All establishments,850,50 largest firms,2002,53,208125,30.4,51139,10878,843
0100000US,,United States,541490,Other specialized design services,T,Establishments subject to federal income tax,001,All firms,2002,1675,683560,100.0,247183,56648,6213
0100000US,,United States,541490,Other specialized design services,T,Establishments subject to federal income tax,804,4 largest firms,2002,4,44741,6.5,5557,979,90
0100000US,,United States,541490,Other specialized design services,T,Establishments subject to federal income tax,808,8 largest firms,2002,9,73739,10.8,13222,2583,200
0100000US,,United States,541490,Other specialized design services,T,Establishments subject to federal income tax,820,20 largest firms,2002,21,125763,18.4,25719,5674,485
0100000US,,United States,541490,Other specialized design services,T,Establishments subject to federal income tax,850,50 largest firms,2002,53,208125,30.4,51139,10878,843
0100000US,,United States,5415,Computer systems design and related services,A,All establishments,001,All firms,2002,105710,173414189,100.0,72368242,18394680,1107241
0100000US,,United States,5415,Computer systems design and related services,A,All establishments,804,4 largest firms,2002,1960,30674242,17.7,7353745,1915575,123680
0100000US,,United States,5415,Computer systems design and related services,A,All establishments,808,8 largest firms,2002,2287,38398362,22.1,10367590,2650967,152113
0100000US,,United States,5415,Computer systems design and related services,A,All establishments,820,20 largest firms,2002,4336,48696486,28.1,14132999,3642627,209977
0100000US,,United States,5415,Computer systems design and related services,A,All establishments,850,50 largest firms,2002,5858,61189454,35.3,19362935,4955900,287377
0100000US,,United States,5415,Computer systems design and related services,T,Establishments subject to federal income tax,001,All firms,2002,105710,173414189,100.0,72368242,18394680,1107241
0100000US,,United States,5415,Computer systems design and related services,T,Establishments subject to federal income tax,804,4 largest firms,2002,1960,30674242,17.7,7353745,1915575,123680
0100000US,,United States,5415,Computer systems design and related services,T,Establishments subject to federal income tax,808,8 largest firms,2002,2287,38398362,22.1,10367590,2650967,152113
0100000US,,United States,5415,Computer systems design and related services,T,Establishments subject to federal income tax,820,20 largest firms,2002,4336,48696486,28.1,14132999,3642627,209977
0100000US,,United States,5415,Computer systems design and related services,T,Establishments subject to federal income tax,850,50 largest firms,2002,5858,61189454,35.3,19362935,4955900,287377
0100000US,,United States,54151,Computer systems design and related services,A,All establishments,001,All firms,2002,105710,173414189,100.0,72368242,18394680,1107241
0100000US,,United States,54151,Computer systems design and related services,A,All establishments,804,4 largest firms,2002,1960,30674242,17.7,7353745,1915575,123680
0100000US,,United States,54151,Computer systems design and related services,A,All establishments,808,8 largest firms,2002,2287,38398362,22.1,10367590,2650967,152113
0100000US,,United States,54151,Computer systems design and related services,A,All establishments,820,20 largest firms,2002,4336,48696486,28.1,14132999,3642627,209977
0100000US,,United States,54151,Computer systems design and related services,A,All establishments,850,50 largest firms,2002,5858,61189454,35.3,19362935,4955900,287377
0100000US,,United States,54151,Computer systems design and related services,T,Establishments subject to federal income tax,001,All firms,2002,105710,173414189,100.0,72368242,18394680,1107241
0100000US,,United States,54151,Computer systems design and related services,T,Establishments subject to federal income tax,804,4 largest firms,2002,1960,30674242,17.7,7353745,1915575,123680
0100000US,,United States,54151,Computer systems design and related services,T,Establishments subject to federal income tax,808,8 largest firms,2002,2287,38398362,22.1,10367590,2650967,152113
0100000US,,United States,54151,Computer systems design and related services,T,Establishments subject to federal income tax,820,20 largest firms,2002,4336,48696486,28.1,14132999,3642627,209977
0100000US,,United States,54151,Computer systems design and related services,T,Establishments subject to federal income tax,850,50 largest firms,2002,5858,61189454,35.3,19362935,4955900,287377
0100000US,,United States,541511,Custom computer programming services,A,All establishments,001,All firms,2002,48953,60125952,100.0,30082100,7663711,439395
0100000US,,United States,541511,Custom computer programming services,A,All establishments,804,4 largest firms,2002,460,2493948,4.1,1196337,284179,16174
0100000US,,United States,541511,Custom computer programming services,A,All establishments,808,8 largest firms,2002,568,4263362,7.1,1983936,470375,29238
0100000US,,United States,541511,Custom computer programming services,A,All establishments,820,20 largest firms,2002,775,7610075,12.7,3659440,926436,50672
0100000US,,United States,541511,Custom computer programming services,A,All establishments,850,50 largest firms,2002,1016,12175654,20.3,5801846,1494586,76199
0100000US,,United States,541511,Custom computer programming services,T,Establishments subject to federal income tax,001,All firms,2002,48953,60125952,100.0,30082100,7663711,439395
0100000US,,United States,541511,Custom computer programming services,T,Establishments subject to federal income tax,804,4 largest firms,2002,460,2493948,4.1,1196337,284179,16174
0100000US,,United States,541511,Custom computer programming services,T,Establishments subject to federal income tax,808,8 largest firms,2002,568,4263362,7.1,1983936,470375,29238
0100000US,,United States,541511,Custom computer programming services,T,Establishments subject to federal income tax,820,20 largest firms,2002,775,7610075,12.7,3659440,926436,50672
0100000US,,United States,541511,Custom computer programming services,T,Establishments subject to federal income tax,850,50 largest firms,2002,1016,12175654,20.3,5801846,1494586,76199
0100000US,,United States,541512,Computer systems design services,A,All establishments,001,All firms,2002,39517,78335457,100.0,28573227,7224220,434587
0100000US,,United States,541512,Computer systems design services,A,All establishments,804,4 largest firms,2002,512,16543306,21.1,2656977,665128,46030
0100000US,,United States,541512,Computer systems design services,A,All establishments,808,8 largest firms,2002,745,22647411,28.9,5498037,1357754,71989
0100000US,,United States,541512,Computer systems design services,A,All establishments,820,20 largest firms,2002,3093,31333052,40.0,8774983,2243089,126490
0100000US,,United States,541512,Computer systems design services,A,All establishments,850,50 largest firms,2002,3493,37815049,48.3,11117049,2824706,157893
0100000US,,United States,541512,Computer systems design services,T,Establishments subject to federal income tax,001,All firms,2002,39517,78335457,100.0,28573227,7224220,434587
0100000US,,United States,541512,Computer systems design services,T,Establishments subject to federal income tax,804,4 largest firms,2002,512,16543306,21.1,2656977,665128,46030
0100000US,,United States,541512,Computer systems design services,T,Establishments subject to federal income tax,808,8 largest firms,2002,745,22647411,28.9,5498037,1357754,71989
0100000US,,United States,541512,Computer systems design services,T,Establishments subject to federal income tax,820,20 largest firms,2002,3093,31333052,40.0,8774983,2243089,126490
0100000US,,United States,541512,Computer systems design services,T,Establishments subject to federal income tax,850,50 largest firms,2002,3493,37815049,48.3,11117049,2824706,157893
0100000US,,United States,5415121,Computer systems integrators,A,All establishments,001,All firms,2002,15576,42933450,100.0,15303212,3914548,236878
0100000US,,United States,5415121,Computer systems integrators,A,All establishments,804,4 largest firms,2002,261,8489000,19.8,2062354,500934,29704
0100000US,,United States,5415121,Computer systems integrators,A,All establishments,808,8 largest firms,2002,377,11737615,27.3,3041043,757341,42427
0100000US,,United States,5415121,Computer systems integrators,A,All establishments,820,20 largest firms,2002,1263,16271711,37.9,4523491,1152908,67656
0100000US,,United States,5415121,Computer systems integrators,A,All establishments,850,50 largest firms,2002,1557,20503255,47.8,6165717,1586352,89693
0100000US,,United States,5415121,Computer systems integrators,T,Establishments subject to federal income tax,001,All firms,2002,15576,42933450,100.0,15303212,3914548,236878
0100000US,,United States,5415121,Computer systems integrators,T,Establishments subject to federal income tax,804,4 largest firms,2002,261,8489000,19.8,2062354,500934,29704
0100000US,,United States,5415121,Computer systems integrators,T,Establishments subject to federal income tax,808,8 largest firms,2002,377,11737615,27.3,3041043,757341,42427
0100000US,,United States,5415121,Computer systems integrators,T,Establishments subject to federal income tax,820,20 largest firms,2002,1263,16271711,37.9,4523491,1152908,67656
0100000US,,United States,5415121,Computer systems integrators,T,Establishments subject to federal income tax,850,50 largest firms,2002,1557,20503255,47.8,6165717,1586352,89693
0100000US,,United States,5415122,Computer systems consultants (except systems integrators),A,All establishments,001,All firms,2002,23941,35402007,100.0,13270015,3309672,197709
0100000US,,United States,5415122,Computer systems consultants (except systems integrators),A,All establishments,804,4 largest firms,2002,782,12968683,36.6,3147927,785520,39806
0100000US,,United States,5415122,Computer systems consultants (except systems integrators),A,All establishments,808,8 largest firms,2002,1690,16049382,45.3,4210677,1044845,58612
0100000US,,United States,5415122,Computer systems consultants (except systems integrators),A,All establishments,820,20 largest firms,2002,2009,18747066,53.0,5387268,1360889,75252
0100000US,,United States,5415122,Computer systems consultants (except systems integrators),A,All establishments,850,50 largest firms,2002,2130,20878576,59.0,6248047,1573662,86484
0100000US,,United States,5415122,Computer systems consultants (except systems integrators),T,Establishments subject to federal income tax,001,All firms,2002,23941,35402007,100.0,13270015,3309672,197709
0100000US,,United States,5415122,Computer systems consultants (except systems integrators),T,Establishments subject to federal income tax,804,4 largest firms,2002,782,12968683,36.6,3147927,785520,39806
0100000US,,United States,5415122,Computer systems consultants (except systems integrators),T,Establishments subject to federal income tax,808,8 largest firms,2002,1690,16049382,45.3,4210677,1044845,58612
0100000US,,United States,5415122,Computer systems consultants (except systems integrators),T,Establishments subject to federal income tax,820,20 largest firms,2002,2009,18747066,53.0,5387268,1360889,75252
0100000US,,United States,5415122,Computer systems consultants (except systems integrators),T,Establishments subject to federal income tax,850,50 largest firms,2002,2130,20878576,59.0,6248047,1573662,86484
0100000US,,United States,541513,Computer facilities management services,A,All establishments,001,All firms,2002,4882,22279279,100.0,7508644,1943513,125905
0100000US,,United States,541513,Computer facilities management services,A,All establishments,804,4 largest firms,2002,1267,15937288,71.5,4670670,1253077,77459
0100000US,,United States,541513,Computer facilities management services,A,All establishments,808,8 largest firms,2002,1300,16691309,74.9,5048279,1348649,82491
0100000US,,United States,541513,Computer facilities management services,A,All establishments,820,20 largest firms,2002,1405,17869564,80.2,5360663,1429129,87748
0100000US,,United States,541513,Computer facilities management services,A,All establishments,850,50 largest firms,2002,1547,19058087,85.5,5895139,1553015,96589
0100000US,,United States,541513,Computer facilities management services,T,Establishments subject to federal income tax,001,All firms,2002,4882,22279279,100.0,7508644,1943513,125905
0100000US,,United States,541513,Computer facilities management services,T,Establishments subject to federal income tax,804,4 largest firms,2002,1267,15937288,71.5,4670670,1253077,77459
0100000US,,United States,541513,Computer facilities management services,T,Establishments subject to federal income tax,808,8 largest firms,2002,1300,16691309,74.9,5048279,1348649,82491
0100000US,,United States,541513,Computer facilities management services,T,Establishments subject to federal income tax,820,20 largest firms,2002,1405,17869564,80.2,5360663,1429129,87748
0100000US,,United States,541513,Computer facilities management services,T,Establishments subject to federal income tax,850,50 largest firms,2002,1547,19058087,85.5,5895139,1553015,96589
0100000US,,United States,541519,Other computer related services,A,All establishments,001,All firms,2002,12358,12673501,100.0,6204271,1563236,107354
0100000US,,United States,541519,Other computer related services,A,All establishments,804,4 largest firms,2002,205,1653969,13.1,796552,197261,10311
0100000US,,United States,541519,Other computer related services,A,All establishments,808,8 largest firms,2002,262,2428053,19.2,1154115,293195,20647
