GEO.id,GEO.id2,GEO.display-label,NAICS.id,NAICS.display-label,OPTAX.id,OPTAX.display-label,CONCENFI.id,CONCENFI.display-label,YEAR.id,ESTAB,RCPTOT,VALPCT,PAYANT,PAYQ1T,EMP
0100000US,,United States,62142,Outpatient mental health and substance abuse centers,T,Establishments subject to federal income tax,804,4 largest firms,2002,39,94537,5.5,34685,8112,1215
0100000US,,United States,62142,Outpatient mental health and substance abuse centers,T,Establishments subject to federal income tax,808,8 largest firms,2002,65,175492,10.2,63151,15046,2110
0100000US,,United States,62142,Outpatient mental health and substance abuse centers,T,Establishments subject to federal income tax,820,20 largest firms,2002,133,319531,18.7,123421,29101,3887
0100000US,,United States,62142,Outpatient mental health and substance abuse centers,T,Establishments subject to federal income tax,850,50 largest firms,2002,268,538967,31.5,217747,51165,6770
0100000US,,United States,621420,Outpatient mental health and substance abuse centers,A,All establishments,001,All firms,2002,7978,8981496,100.0,4437430,1075891,165089
0100000US,,United States,621420,Outpatient mental health and substance abuse centers,A,All establishments,804,4 largest firms,2002,43,267009,3.0,101722,24151,4677
0100000US,,United States,621420,Outpatient mental health and substance abuse centers,A,All establishments,808,8 largest firms,2002,78,435319,4.8,193145,46635,7686
0100000US,,United States,621420,Outpatient mental health and substance abuse centers,A,All establishments,820,20 largest firms,2002,234,828384,9.2,370593,88670,13595
0100000US,,United States,621420,Outpatient mental health and substance abuse centers,A,All establishments,850,50 largest firms,2002,538,1542877,17.2,702992,170751,25588
0100000US,,United States,621420,Outpatient mental health and substance abuse centers,N,Establishments exempt from federal income tax,001,All firms,2002,5199,7268895,100.0,3706210,903144,138312
0100000US,,United States,621420,Outpatient mental health and substance abuse centers,N,Establishments exempt from federal income tax,804,4 largest firms,2002,42,266429,3.7,101364,24066,4663
0100000US,,United States,621420,Outpatient mental health and substance abuse centers,N,Establishments exempt from federal income tax,808,8 largest firms,2002,77,434739,6.0,192787,46550,7672
0100000US,,United States,621420,Outpatient mental health and substance abuse centers,N,Establishments exempt from federal income tax,820,20 largest firms,2002,219,817983,11.3,373416,89372,13446
0100000US,,United States,621420,Outpatient mental health and substance abuse centers,N,Establishments exempt from federal income tax,850,50 largest firms,2002,564,1499706,20.6,709072,172350,25882
0100000US,,United States,621420,Outpatient mental health and substance abuse centers,T,Establishments subject to federal income tax,001,All firms,2002,2779,1712601,100.0,731220,172747,26777
0100000US,,United States,621420,Outpatient mental health and substance abuse centers,T,Establishments subject to federal income tax,804,4 largest firms,2002,39,94537,5.5,34685,8112,1215
0100000US,,United States,621420,Outpatient mental health and substance abuse centers,T,Establishments subject to federal income tax,808,8 largest firms,2002,65,175492,10.2,63151,15046,2110
0100000US,,United States,621420,Outpatient mental health and substance abuse centers,T,Establishments subject to federal income tax,820,20 largest firms,2002,133,319531,18.7,123421,29101,3887
0100000US,,United States,621420,Outpatient mental health and substance abuse centers,T,Establishments subject to federal income tax,850,50 largest firms,2002,268,538967,31.5,217747,51165,6770
0100000US,,United States,62149,Other outpatient care centers,A,All establishments,001,All firms,2002,15851,44646373,100.0,15906157,3831617,406616
0100000US,,United States,62149,Other outpatient care centers,A,All establishments,804,4 largest firms,2002,1424,7679886,17.2,2686371,640884,60452
0100000US,,United States,62149,Other outpatient care centers,A,All establishments,808,8 largest firms,2002,2901,11947772,26.8,3791747,915110,95388
0100000US,,United States,62149,Other outpatient care centers,A,All establishments,820,20 largest firms,2002,4151,16373130,36.7,5571458,1364821,130939
0100000US,,United States,62149,Other outpatient care centers,A,All establishments,850,50 largest firms,2002,4728,21348188,47.8,7338733,1796239,166579
0100000US,,United States,62149,Other outpatient care centers,N,Establishments exempt from federal income tax,001,All firms,2002,5284,22688831,100.0,9313652,2263415,234024
0100000US,,United States,62149,Other outpatient care centers,N,Establishments exempt from federal income tax,804,4 largest firms,2002,375,4706612,20.7,1965232,459567,44771
0100000US,,United States,62149,Other outpatient care centers,N,Establishments exempt from federal income tax,808,8 largest firms,2002,406,6105091,26.9,2497232,600096,53248
0100000US,,United States,62149,Other outpatient care centers,N,Establishments exempt from federal income tax,820,20 largest firms,2002,602,8992380,39.6,3697611,897013,75251
0100000US,,United States,62149,Other outpatient care centers,N,Establishments exempt from federal income tax,850,50 largest firms,2002,794,11992684,52.9,4636310,1117705,97598
0100000US,,United States,62149,Other outpatient care centers,T,Establishments subject to federal income tax,001,All firms,2002,10567,21957542,100.0,6592505,1568202,172592
0100000US,,United States,62149,Other outpatient care centers,T,Establishments subject to federal income tax,804,4 largest firms,2002,2412,6842373,31.2,1802152,450904,49790
0100000US,,United States,62149,Other outpatient care centers,T,Establishments subject to federal income tax,808,8 largest firms,2002,3654,9043502,41.2,2508115,628640,66287
0100000US,,United States,62149,Other outpatient care centers,T,Establishments subject to federal income tax,820,20 largest firms,2002,4039,10830922,49.3,3111832,778916,79938
0100000US,,United States,62149,Other outpatient care centers,T,Establishments subject to federal income tax,850,50 largest firms,2002,4261,12092911,55.1,3479214,857082,88821
0100000US,,United States,621491,HMO medical centers,A,All establishments,001,All firms,2002,440,3830509,100.0,1197109,291153,30389
0100000US,,United States,621491,HMO medical centers,A,All establishments,804,4 largest firms,2002,380,2987556,78.0,1054436,256062,26918
0100000US,,United States,621491,HMO medical centers,A,All establishments,808,8 largest firms,2002,399,3591598,93.8,1116556,271412,28441
0100000US,,United States,621491,HMO medical centers,A,All establishments,820,20 largest firms,2002,438,D,D,D,D,k
0100000US,,United States,621491,HMO medical centers,A,All establishments,850,50 largest firms,2002,440,D,D,D,D,k
0100000US,,United States,621491,HMO medical centers,N,Establishments exempt from federal income tax,001,All firms,2002,239,3184914,100.0,931814,225240,26050
0100000US,,United States,621491,HMO medical centers,N,Establishments exempt from federal income tax,804,4 largest firms,2002,211,2772066,87.0,849195,204980,24022
0100000US,,United States,621491,HMO medical centers,N,Establishments exempt from federal income tax,808,8 largest firms,2002,226,3121082,98.0,906640,219421,25507
0100000US,,United States,621491,HMO medical centers,N,Establishments exempt from federal income tax,820,20 largest firms,2002,239,3184914,100.0,931814,225240,26050
0100000US,,United States,621491,HMO medical centers,N,Establishments exempt from federal income tax,850,50 largest firms,2002,239,3184914,100.0,931814,225240,26050
0100000US,,United States,621491,HMO medical centers,T,Establishments subject to federal income tax,001,All firms,2002,201,645595,100.0,265295,65913,4339
0100000US,,United States,621491,HMO medical centers,T,Establishments subject to federal income tax,804,4 largest firms,2002,191,584296,90.5,246716,61317,3818
0100000US,,United States,621491,HMO medical centers,T,Establishments subject to federal income tax,808,8 largest firms,2002,197,631188,97.8,260766,64843,4235
0100000US,,United States,621491,HMO medical centers,T,Establishments subject to federal income tax,820,20 largest firms,2002,201,645595,100.0,265295,65913,4339
0100000US,,United States,621491,HMO medical centers,T,Establishments subject to federal income tax,850,50 largest firms,2002,201,645595,100.0,265295,65913,4339
0100000US,,United States,621492,Kidney dialysis centers,A,All establishments,001,All firms,2002,3135,8738064,100.0,2301269,573198,63570
0100000US,,United States,621492,Kidney dialysis centers,A,All establishments,804,4 largest firms,2002,2161,6324971,72.4,1601771,401417,42802
0100000US,,United States,621492,Kidney dialysis centers,A,All establishments,808,8 largest firms,2002,2408,6978759,79.9,1796332,451625,48477
0100000US,,United States,621492,Kidney dialysis centers,A,All establishments,820,20 largest firms,2002,2495,7339218,84.0,1890308,474352,50856
0100000US,,United States,621492,Kidney dialysis centers,A,All establishments,850,50 largest firms,2002,2596,7722082,88.4,2002708,501742,54255
0100000US,,United States,621492,Kidney dialysis centers,N,Establishments exempt from federal income tax,001,All firms,2002,343,866183,100.0,282118,72498,8196
0100000US,,United States,621492,Kidney dialysis centers,N,Establishments exempt from federal income tax,804,4 largest firms,2002,223,602819,69.6,191212,49821,5336
0100000US,,United States,621492,Kidney dialysis centers,N,Establishments exempt from federal income tax,808,8 largest firms,2002,246,676344,78.1,213179,55026,5933
0100000US,,United States,621492,Kidney dialysis centers,N,Establishments exempt from federal income tax,820,20 largest firms,2002,273,772301,89.2,247639,63931,7057
0100000US,,United States,621492,Kidney dialysis centers,N,Establishments exempt from federal income tax,850,50 largest firms,2002,323,860747,99.4,280520,72094,8137
0100000US,,United States,621492,Kidney dialysis centers,T,Establishments subject to federal income tax,001,All firms,2002,2792,7871881,100.0,2019151,500700,55374
0100000US,,United States,621492,Kidney dialysis centers,T,Establishments subject to federal income tax,804,4 largest firms,2002,2159,6321850,80.3,1601114,401260,42782
0100000US,,United States,621492,Kidney dialysis centers,T,Establishments subject to federal income tax,808,8 largest firms,2002,2210,6507997,82.7,1642297,410774,43945
0100000US,,United States,621492,Kidney dialysis centers,T,Establishments subject to federal income tax,820,20 largest firms,2002,2277,6782494,86.2,1710657,427498,45833
0100000US,,United States,621492,Kidney dialysis centers,T,Establishments subject to federal income tax,850,50 largest firms,2002,2362,7083833,90.0,1791180,446358,48296
0100000US,,United States,621493,Freestanding ambulatory surgical and emergency centers,A,All establishments,001,All firms,2002,3310,8449726,100.0,2363572,544598,61334
0100000US,,United States,621493,Freestanding ambulatory surgical and emergency centers,A,All establishments,804,4 largest firms,2002,249,1319311,15.6,265524,65101,8793
0100000US,,United States,621493,Freestanding ambulatory surgical and emergency centers,A,All establishments,808,8 largest firms,2002,378,1581299,18.7,360668,89545,11227
0100000US,,United States,621493,Freestanding ambulatory surgical and emergency centers,A,All establishments,820,20 largest firms,2002,452,2098124,24.8,484551,119225,13979
0100000US,,United States,621493,Freestanding ambulatory surgical and emergency centers,A,All establishments,850,50 largest firms,2002,554,2780435,32.9,648570,157258,18390
0100000US,,United States,621493,Freestanding ambulatory surgical and emergency centers,N,Establishments exempt from federal income tax,001,All firms,2002,365,1178936,100.0,363507,88383,10207
0100000US,,United States,621493,Freestanding ambulatory surgical and emergency centers,N,Establishments exempt from federal income tax,804,4 largest firms,2002,35,213894,18.1,71567,17589,1638
0100000US,,United States,621493,Freestanding ambulatory surgical and emergency centers,N,Establishments exempt from federal income tax,808,8 largest firms,2002,42,350629,29.7,96859,23632,2230
0100000US,,United States,621493,Freestanding ambulatory surgical and emergency centers,N,Establishments exempt from federal income tax,820,20 largest firms,2002,66,598326,50.8,159697,38282,4043
0100000US,,United States,621493,Freestanding ambulatory surgical and emergency centers,N,Establishments exempt from federal income tax,850,50 largest firms,2002,125,899966,76.3,254852,61079,6871
0100000US,,United States,621493,Freestanding ambulatory surgical and emergency centers,T,Establishments subject to federal income tax,001,All firms,2002,2945,7270790,100.0,2000065,456215,51127
0100000US,,United States,621493,Freestanding ambulatory surgical and emergency centers,T,Establishments subject to federal income tax,804,4 largest firms,2002,249,1319311,18.1,265524,65101,8793
0100000US,,United States,621493,Freestanding ambulatory surgical and emergency centers,T,Establishments subject to federal income tax,808,8 largest firms,2002,371,1547250,21.3,331447,82669,10609
0100000US,,United States,621493,Freestanding ambulatory surgical and emergency centers,T,Establishments subject to federal income tax,820,20 largest firms,2002,443,1965803,27.0,438511,106223,12841
0100000US,,United States,621493,Freestanding ambulatory surgical and emergency centers,T,Establishments subject to federal income tax,850,50 largest firms,2002,521,2418555,33.3,546266,131251,15188
0100000US,,United States,621498,All other outpatient care centers,A,All establishments,001,All firms,2002,8966,23628074,100.0,10044207,2422668,251323
0100000US,,United States,621498,All other outpatient care centers,A,All establishments,804,4 largest firms,2002,426,3435508,14.5,1633333,384152,31131
0100000US,,United States,621498,All other outpatient care centers,A,All establishments,808,8 largest firms,2002,1027,4764898,20.2,2171295,521110,41026
0100000US,,United States,621498,All other outpatient care centers,A,All establishments,820,20 largest firms,2002,1432,7581877,32.1,3379221,816371,64158
0100000US,,United States,621498,All other outpatient care centers,A,All establishments,850,50 largest firms,2002,1622,10541971,44.6,4429876,1071736,88426
0100000US,,United States,621498,All other outpatient care centers,N,Establishments exempt from federal income tax,001,All firms,2002,4337,17458798,100.0,7736213,1877294,189571
0100000US,,United States,621498,All other outpatient care centers,N,Establishments exempt from federal income tax,804,4 largest firms,2002,33,3054023,17.5,1574941,375260,27289
0100000US,,United States,621498,All other outpatient care centers,N,Establishments exempt from federal income tax,808,8 largest firms,2002,80,4291604,24.6,2061658,491483,36189
0100000US,,United States,621498,All other outpatient care centers,N,Establishments exempt from federal income tax,820,20 largest firms,2002,198,6424424,36.8,2887146,691093,51071
0100000US,,United States,621498,All other outpatient care centers,N,Establishments exempt from federal income tax,850,50 largest firms,2002,371,8715245,49.9,3652676,876230,69780
0100000US,,United States,621498,All other outpatient care centers,T,Establishments subject to federal income tax,001,All firms,2002,4629,6169276,100.0,2307994,545374,61752
0100000US,,United States,621498,All other outpatient care centers,T,Establishments subject to federal income tax,804,4 largest firms,2002,1157,1609531,26.1,669081,165233,15798
0100000US,,United States,621498,All other outpatient care centers,T,Establishments subject to federal income tax,808,8 largest firms,2002,1273,2256731,36.6,894611,223547,21717
0100000US,,United States,621498,All other outpatient care centers,T,Establishments subject to federal income tax,820,20 largest firms,2002,1368,2839538,46.0,1095021,266574,26620
0100000US,,United States,621498,All other outpatient care centers,T,Establishments subject to federal income tax,850,50 largest firms,2002,1496,3547557,57.5,1344741,320128,33480
0100000US,,United States,6215,Medical and diagnostic laboratories,A,All establishments,001,All firms,2002,11079,28409347,100.0,8967166,2134453,203261
0100000US,,United States,6215,Medical and diagnostic laboratories,A,All establishments,804,4 largest firms,2002,1916,6696181,23.6,1856484,508511,49222
0100000US,,United States,6215,Medical and diagnostic laboratories,A,All establishments,808,8 largest firms,2002,2075,7913693,27.9,2145603,583255,55280
0100000US,,United States,6215,Medical and diagnostic laboratories,A,All establishments,820,20 largest firms,2002,2367,9924928,34.9,2701261,717076,68611
0100000US,,United States,6215,Medical and diagnostic laboratories,A,All establishments,850,50 largest firms,2002,2593,12014571,42.3,3290049,865197,83044
0100000US,,United States,6215,Medical and diagnostic laboratories,T,Establishments subject to federal income tax,001,All firms,2002,11079,28409347,100.0,8967166,2134453,203261
0100000US,,United States,6215,Medical and diagnostic laboratories,T,Establishments subject to federal income tax,804,4 largest firms,2002,1916,6696181,23.6,1856484,508511,49222
0100000US,,United States,6215,Medical and diagnostic laboratories,T,Establishments subject to federal income tax,808,8 largest firms,2002,2075,7913693,27.9,2145603,583255,55280
0100000US,,United States,6215,Medical and diagnostic laboratories,T,Establishments subject to federal income tax,820,20 largest firms,2002,2367,9924928,34.9,2701261,717076,68611
0100000US,,United States,6215,Medical and diagnostic laboratories,T,Establishments subject to federal income tax,850,50 largest firms,2002,2593,12014571,42.3,3290049,865197,83044
0100000US,,United States,62151,Medical and diagnostic laboratories,A,All establishments,001,All firms,2002,11079,28409347,100.0,8967166,2134453,203261
0100000US,,United States,62151,Medical and diagnostic laboratories,A,All establishments,804,4 largest firms,2002,1916,6696181,23.6,1856484,508511,49222
0100000US,,United States,62151,Medical and diagnostic laboratories,A,All establishments,808,8 largest firms,2002,2075,7913693,27.9,2145603,583255,55280
0100000US,,United States,62151,Medical and diagnostic laboratories,A,All establishments,820,20 largest firms,2002,2367,9924928,34.9,2701261,717076,68611
0100000US,,United States,62151,Medical and diagnostic laboratories,A,All establishments,850,50 largest firms,2002,2593,12014571,42.3,3290049,865197,83044
0100000US,,United States,62151,Medical and diagnostic laboratories,T,Establishments subject to federal income tax,001,All firms,2002,11079,28409347,100.0,8967166,2134453,203261
0100000US,,United States,62151,Medical and diagnostic laboratories,T,Establishments subject to federal income tax,804,4 largest firms,2002,1916,6696181,23.6,1856484,508511,49222
0100000US,,United States,62151,Medical and diagnostic laboratories,T,Establishments subject to federal income tax,808,8 largest firms,2002,2075,7913693,27.9,2145603,583255,55280
0100000US,,United States,62151,Medical and diagnostic laboratories,T,Establishments subject to federal income tax,820,20 largest firms,2002,2367,9924928,34.9,2701261,717076,68611
0100000US,,United States,62151,Medical and diagnostic laboratories,T,Establishments subject to federal income tax,850,50 largest firms,2002,2593,12014571,42.3,3290049,865197,83044
0100000US,,United States,621511,Medical laboratories,A,All establishments,001,All firms,2002,5510,16906984,100.0,5396875,1342063,133566
0100000US,,United States,621511,Medical laboratories,A,All establishments,804,4 largest firms,2002,1846,6627807,39.2,1817544,501029,48269
0100000US,,United States,621511,Medical laboratories,A,All establishments,808,8 largest firms,2002,1927,7598476,44.9,2116941,577234,53713
0100000US,,United States,621511,Medical laboratories,A,All establishments,820,20 largest firms,2002,2012,9043943,53.5,2537331,678908,63851
0100000US,,United States,621511,Medical laboratories,A,All establishments,850,50 largest firms,2002,2146,10583469,62.6,2996309,795339,75248
0100000US,,United States,621511,Medical laboratories,T,Establishments subject to federal income tax,001,All firms,2002,5510,16906984,100.0,5396875,1342063,133566
0100000US,,United States,621511,Medical laboratories,T,Establishments subject to federal income tax,804,4 largest firms,2002,1846,6627807,39.2,1817544,501029,48269
0100000US,,United States,621511,Medical laboratories,T,Establishments subject to federal income tax,808,8 largest firms,2002,1927,7598476,44.9,2116941,577234,53713
0100000US,,United States,621511,Medical laboratories,T,Establishments subject to federal income tax,820,20 largest firms,2002,2012,9043943,53.5,2537331,678908,63851
0100000US,,United States,621511,Medical laboratories,T,Establishments subject to federal income tax,850,50 largest firms,2002,2146,10583469,62.6,2996309,795339,75248
0100000US,,United States,621512,Diagnostic imaging centers,A,All establishments,001,All firms,2002,5569,11502363,100.0,3570291,792390,69695
0100000US,,United States,621512,Diagnostic imaging centers,A,All establishments,804,4 largest firms,2002,256,1152610,10.0,217378,53291,5831
0100000US,,United States,621512,Diagnostic imaging centers,A,All establishments,808,8 largest firms,2002,372,1613973,14.0,354156,84132,8922
0100000US,,United States,621512,Diagnostic imaging centers,A,All establishments,820,20 largest firms,2002,490,2215917,19.3,524140,126763,12393
0100000US,,United States,621512,Diagnostic imaging centers,A,All establishments,850,50 largest firms,2002,640,3173431,27.6,832674,192297,17296
0100000US,,United States,621512,Diagnostic imaging centers,T,Establishments subject to federal income tax,001,All firms,2002,5569,11502363,100.0,3570291,792390,69695
0100000US,,United States,621512,Diagnostic imaging centers,T,Establishments subject to federal income tax,804,4 largest firms,2002,256,1152610,10.0,217378,53291,5831
0100000US,,United States,621512,Diagnostic imaging centers,T,Establishments subject to federal income tax,808,8 largest firms,2002,372,1613973,14.0,354156,84132,8922
0100000US,,United States,621512,Diagnostic imaging centers,T,Establishments subject to federal income tax,820,20 largest firms,2002,490,2215917,19.3,524140,126763,12393
0100000US,,United States,621512,Diagnostic imaging centers,T,Establishments subject to federal income tax,850,50 largest firms,2002,640,3173431,27.6,832674,192297,17296
0100000US,,United States,6216,Home health care services,A,All establishments,001,All firms,2002,17666,30386230,100.0,15262148,3658835,777128
0100000US,,United States,6216,Home health care services,A,All establishments,804,4 largest firms,2002,349,2290288,7.5,836291,212758,33413
0100000US,,United States,6216,Home health care services,A,All establishments,808,8 largest firms,2002,802,3350931,11.0,1332555,337457,52688
0100000US,,United States,6216,Home health care services,A,All establishments,820,20 largest firms,2002,1437,5045275,16.6,2158652,529638,98537
0100000US,,United States,6216,Home health care services,A,All establishments,850,50 largest firms,2002,1892,7116531,23.4,3191378,773129,154605
0100000US,,United States,6216,Home health care services,N,Establishments exempt from federal income tax,001,All firms,2002,3398,10868592,100.0,5495090,1359013,224021
0100000US,,United States,6216,Home health care services,N,Establishments exempt from federal income tax,804,4 largest firms,2002,45,951924,8.8,375494,97373,12119
0100000US,,United States,6216,Home health care services,N,Establishments exempt from federal income tax,808,8 largest firms,2002,60,1227361,11.3,487078,122986,15582
0100000US,,United States,6216,Home health care services,N,Establishments exempt from federal income tax,820,20 largest firms,2002,157,1853284,17.1,763665,192465,23947
0100000US,,United States,6216,Home health care services,N,Establishments exempt from federal income tax,850,50 largest firms,2002,381,3050228,28.1,1435557,357077,52128
0100000US,,United States,6216,Home health care services,T,Establishments subject to federal income tax,001,All firms,2002,14268,19517638,100.0,9767058,2299822,553107
0100000US,,United States,6216,Home health care services,T,Establishments subject to federal income tax,804,4 largest firms,2002,526,1885518,9.7,739720,182515,32095
0100000US,,United States,6216,Home health care services,T,Establishments subject to federal income tax,808,8 largest firms,2002,856,2850395,14.6,1208708,299930,49750
0100000US,,United States,6216,Home health care services,T,Establishments subject to federal income tax,820,20 largest firms,2002,1398,4380122,22.4,1983923,480571,102265
0100000US,,United States,6216,Home health care services,T,Establishments subject to federal income tax,850,50 largest firms,2002,1912,6118569,31.3,2876627,684005,154047
0100000US,,United States,62161,Home health care services,A,All establishments,001,All firms,2002,17666,30386230,100.0,15262148,3658835,777128
0100000US,,United States,62161,Home health care services,A,All establishments,804,4 largest firms,2002,349,2290288,7.5,836291,212758,33413
0100000US,,United States,62161,Home health care services,A,All establishments,808,8 largest firms,2002,802,3350931,11.0,1332555,337457,52688
0100000US,,United States,62161,Home health care services,A,All establishments,820,20 largest firms,2002,1437,5045275,16.6,2158652,529638,98537
0100000US,,United States,62161,Home health care services,A,All establishments,850,50 largest firms,2002,1892,7116531,23.4,3191378,773129,154605
0100000US,,United States,62161,Home health care services,N,Establishments exempt from federal income tax,001,All firms,2002,3398,10868592,100.0,5495090,1359013,224021
0100000US,,United States,62161,Home health care services,N,Establishments exempt from federal income tax,804,4 largest firms,2002,45,951924,8.8,375494,97373,12119
0100000US,,United States,62161,Home health care services,N,Establishments exempt from federal income tax,808,8 largest firms,2002,60,1227361,11.3,487078,122986,15582
0100000US,,United States,62161,Home health care services,N,Establishments exempt from federal income tax,820,20 largest firms,2002,157,1853284,17.1,763665,192465,23947
0100000US,,United States,62161,Home health care services,N,Establishments exempt from federal income tax,850,50 largest firms,2002,381,3050228,28.1,1435557,357077,52128
0100000US,,United States,62161,Home health care services,T,Establishments subject to federal income tax,001,All firms,2002,14268,19517638,100.0,9767058,2299822,553107
0100000US,,United States,62161,Home health care services,T,Establishments subject to federal income tax,804,4 largest firms,2002,526,1885518,9.7,739720,182515,32095
0100000US,,United States,62161,Home health care services,T,Establishments subject to federal income tax,808,8 largest firms,2002,856,2850395,14.6,1208708,299930,49750
0100000US,,United States,62161,Home health care services,T,Establishments subject to federal income tax,820,20 largest firms,2002,1398,4380122,22.4,1983923,480571,102265
0100000US,,United States,62161,Home health care services,T,Establishments subject to federal income tax,850,50 largest firms,2002,1912,6118569,31.3,2876627,684005,154047
0100000US,,United States,621610,Home health care services,A,All establishments,001,All firms,2002,17666,30386230,100.0,15262148,3658835,777128
0100000US,,United States,621610,Home health care services,A,All establishments,804,4 largest firms,2002,349,2290288,7.5,836291,212758,33413
0100000US,,United States,621610,Home health care services,A,All establishments,808,8 largest firms,2002,802,3350931,11.0,1332555,337457,52688
0100000US,,United States,621610,Home health care services,A,All establishments,820,20 largest firms,2002,1437,5045275,16.6,2158652,529638,98537
0100000US,,United States,621610,Home health care services,A,All establishments,850,50 largest firms,2002,1892,7116531,23.4,3191378,773129,154605
0100000US,,United States,621610,Home health care services,N,Establishments exempt from federal income tax,001,All firms,2002,3398,10868592,100.0,5495090,1359013,224021
0100000US,,United States,621610,Home health care services,N,Establishments exempt from federal income tax,804,4 largest firms,2002,45,951924,8.8,375494,97373,12119
0100000US,,United States,621610,Home health care services,N,Establishments exempt from federal income tax,808,8 largest firms,2002,60,1227361,11.3,487078,122986,15582
0100000US,,United States,621610,Home health care services,N,Establishments exempt from federal income tax,820,20 largest firms,2002,157,1853284,17.1,763665,192465,23947
0100000US,,United States,621610,Home health care services,N,Establishments exempt from federal income tax,850,50 largest firms,2002,381,3050228,28.1,1435557,357077,52128
0100000US,,United States,621610,Home health care services,T,Establishments subject to federal income tax,001,All firms,2002,14268,19517638,100.0,9767058,2299822,553107
0100000US,,United States,621610,Home health care services,T,Establishments subject to federal income tax,804,4 largest firms,2002,526,1885518,9.7,739720,182515,32095
0100000US,,United States,621610,Home health care services,T,Establishments subject to federal income tax,808,8 largest firms,2002,856,2850395,14.6,1208708,299930,49750
0100000US,,United States,621610,Home health care services,T,Establishments subject to federal income tax,820,20 largest firms,2002,1398,4380122,22.4,1983923,480571,102265
0100000US,,United States,621610,Home health care services,T,Establishments subject to federal income tax,850,50 largest firms,2002,1912,6118569,31.3,2876627,684005,154047
0100000US,,United States,6219,Other ambulatory health care services,A,All establishments,001,All firms,2002,8881,17949197,100.0,6185554,1485135,215965
0100000US,,United States,6219,Other ambulatory health care services,A,All establishments,804,4 largest firms,2002,429,2904472,16.2,1033086,258365,31279
0100000US,,United States,6219,Other ambulatory health care services,A,All establishments,808,8 largest firms,2002,976,3896543,21.7,1278392,319190,41047
0100000US,,United States,6219,Other ambulatory health care services,A,All establishments,820,20 largest firms,2002,1154,5542854,30.9,1737219,433322,53151
0100000US,,United States,6219,Other ambulatory health care services,A,All establishments,850,50 largest firms,2002,1649,7846758,43.7,2329393,576455,67926
0100000US,,United States,6219,Other ambulatory health care services,N,Establishments exempt from federal income tax,001,All firms,2002,2651,7384482,100.0,2285262,552898,81016
0100000US,,United States,6219,Other ambulatory health care services,N,Establishments exempt from federal income tax,804,4 largest firms,2002,72,1799034,24.4,460623,112731,12547
0100000US,,United States,6219,Other ambulatory health care services,N,Establishments exempt from federal income tax,808,8 largest firms,2002,88,2280756,30.9,568331,138874,15656
0100000US,,United States,6219,Other ambulatory health care services,N,Establishments exempt from federal income tax,820,20 largest firms,2002,210,3162779,42.8,797004,193646,21971
0100000US,,United States,6219,Other ambulatory health care services,N,Establishments exempt from federal income tax,850,50 largest firms,2002,403,4361546,59.1,1153986,279873,33536
0100000US,,United States,6219,Other ambulatory health care services,T,Establishments subject to federal income tax,001,All firms,2002,6230,10564715,100.0,3900292,932237,134949
0100000US,,United States,6219,Other ambulatory health care services,T,Establishments subject to federal income tax,804,4 largest firms,2002,744,1962491,18.6,787144,198963,25203
0100000US,,United States,6219,Other ambulatory health care services,T,Establishments subject to federal income tax,808,8 largest firms,2002,977,2758744,26.1,965711,244128,31872
0100000US,,United States,6219,Other ambulatory health care services,T,Establishments subject to federal income tax,820,20 largest firms,2002,1352,4014568,38.0,1379152,344942,42314
0100000US,,United States,6219,Other ambulatory health care services,T,Establishments subject to federal income tax,850,50 largest firms,2002,1740,5382275,50.9,1760000,437653,52716
0100000US,,United States,62191,Ambulance services,A,All establishments,001,All firms,2002,3921,6524645,100.0,2669357,641271,111770
0100000US,,United States,62191,Ambulance services,A,All establishments,804,4 largest firms,2002,278,1542135,23.6,599341,150465,20490
0100000US,,United States,62191,Ambulance services,A,All establishments,808,8 largest firms,2002,320,1844243,28.3,703083,174618,23402
0100000US,,United States,62191,Ambulance services,A,All establishments,820,20 largest firms,2002,447,2275141,34.9,836414,209521,28164
0100000US,,United States,62191,Ambulance services,A,All establishments,850,50 largest firms,2002,580,2922717,44.8,1095837,272282,36660
0100000US,,United States,62191,Ambulance services,N,Establishments exempt from federal income tax,001,All firms,2002,1475,1552214,100.0,609437,148225,31479
0100000US,,United States,62191,Ambulance services,N,Establishments exempt from federal income tax,804,4 largest firms,2002,5,152035,9.8,27141,7055,753
0100000US,,United States,62191,Ambulance services,N,Establishments exempt from federal income tax,808,8 largest firms,2002,31,260645,16.8,67710,17202,2284
0100000US,,United States,62191,Ambulance services,N,Establishments exempt from federal income tax,820,20 largest firms,2002,81,476405,30.7,158225,39865,5521
0100000US,,United States,62191,Ambulance services,N,Establishments exempt from federal income tax,850,50 largest firms,2002,144,745288,48.0,254513,62941,8937
0100000US,,United States,62191,Ambulance services,T,Establishments subject to federal income tax,001,All firms,2002,2446,4972431,100.0,2059920,493046,80291
0100000US,,United States,62191,Ambulance services,T,Establishments subject to federal income tax,804,4 largest firms,2002,276,1520438,30.6,589856,147902,20147
0100000US,,United States,62191,Ambulance services,T,Establishments subject to federal income tax,808,8 largest firms,2002,318,1822546,36.7,693598,172055,23059
0100000US,,United States,62191,Ambulance services,T,Establishments subject to federal income tax,820,20 largest firms,2002,455,2202135,44.3,842809,211249,28259
0100000US,,United States,62191,Ambulance services,T,Establishments subject to federal income tax,850,50 largest firms,2002,534,2700602,54.3,1047437,257083,34735
